Date,Name,Year,Letterboxd URI,Rating
2022-09-22,Wild Tales,2014,https://boxd.it/7UmK,4
2022-09-23,Gerald's Game,2017,https://boxd.it/buKa,2
2022-09-26,Under the Skin,2013,https://boxd.it/3mDa,1
2022-09-26,The Nightshifter,2018,https://boxd.it/iH54,3
2022-09-26,Sicilian Ghost Story,2017,https://boxd.it/gaNy,2
2022-09-28,The Notorious Bettie Page,2005,https://boxd.it/1MiI,3
2022-09-29,On Probation,2005,https://boxd.it/2Ivq,3.5
2022-10-02,Wonderstruck,2017,https://boxd.it/dmG4,2
2022-10-03,Lisbela and the Prisoner,2003,https://boxd.it/zdS,4
2022-10-03,Dangerous Liaisons,1988,https://boxd.it/29r4,2.5
2022-10-04,Pixote,1980,https://boxd.it/XCs,4
2022-10-07,Happy as Lazzaro,2018,https://boxd.it/hiVs,2.5
2022-10-08,The Birdcage,1996,https://boxd.it/1UTi,3.5
2022-10-09,The Woman King,2022,https://boxd.it/r9a8,3.5
2022-10-09,Crazy Rich Asians,2018,https://boxd.it/gfnK,3.5
2022-10-10,The Lost Daughter,2021,https://boxd.it/kgww,2
2022-10-10,Chico & Rita,2010,https://boxd.it/6O6,3
2022-10-12,Licorice Pizza,2021,https://boxd.it/qTKY,2.5
2022-10-14,Polisse,2011,https://boxd.it/2rHk,2.5
2022-10-18,Forgotten,2017,https://boxd.it/hAJE,2
2022-10-19,Lilya 4-ever,2002,https://boxd.it/1SyW,3
2022-10-19,Bye Bye Morons,2020,https://boxd.it/oekm,3.5
2022-10-22,Queen & Slim,2019,https://boxd.it/jy4y,4
2022-10-23,I'm Your Man,2021,https://boxd.it/tWcG,2.5
2022-10-24,Sweet Dreams,2016,https://boxd.it/dN2A,2.5
2022-10-24,Dogville,2003,https://boxd.it/2a8W,3
2022-10-26,Men Are from Mars... And That's Where I'm Going!,2014,https://boxd.it/6JbY,3
2022-10-28,The Goddess of Fortune,2019,https://boxd.it/mpzI,2.5
2022-10-29,Antichrist,2009,https://boxd.it/1Inu,3
2022-10-31,Boogie Nights,1997,https://boxd.it/23um,3
2022-10-31,I Know What You Did Last Summer,1997,https://boxd.it/2588,3
2022-11-03,Mars One,2022,https://boxd.it/yoPa,3.5
2022-11-03,Never Let Me Go,2010,https://boxd.it/Xw0,2.5
2022-11-06,[REC],2007,https://boxd.it/20ma,3
2022-11-07,V/H/S,2012,https://boxd.it/2Y1c,3
2022-11-07,Gifted,2017,https://boxd.it/e5dG,3
2022-11-08,Hitchcock,2012,https://boxd.it/3LDa,3
2022-11-08,I Am All Girls,2021,https://boxd.it/v2Ba,2
2022-11-10,What We Do in the Shadows,2014,https://boxd.it/7eQy,3.5
2022-11-10,October Sky,1999,https://boxd.it/1Q7u,4
2022-11-11,The Sessions,2012,https://boxd.it/3NXQ,2.5
2022-11-13,Frequently Asked Questions About Time Travel,2009,https://boxd.it/1Au8,3.5
2022-11-13,Romeo + Juliet,1996,https://boxd.it/2ama,1
2022-11-14,From Hell,2001,https://boxd.it/29FK,3
2022-11-15,Judas and the Black Messiah,2021,https://boxd.it/lsew,3
2022-11-17,Nightmare Alley,2021,https://boxd.it/m0HC,3
2022-11-19,Sideways,2004,https://boxd.it/1Y5c,3
2022-11-21,Wendell & Wild,2022,https://boxd.it/iwtu,2.5
2022-11-21,Scary Stories to Tell in the Dark,2019,https://boxd.it/eJTW,3
2022-11-21,A Fantastic Woman,2017,https://boxd.it/fcGi,2.5
2022-11-21,"Three Billboards Outside Ebbing, Missouri",2017,https://boxd.it/ceBS,4.5
2022-11-23,My Policeman,2022,https://boxd.it/rVmQ,3
2022-11-23,Goodbye Christopher Robin,2017,https://boxd.it/eMZS,3.5
2022-11-25,Blonde,2022,https://boxd.it/9AG0,1
2022-11-26,The Hand That Rocks the Cradle,1992,https://boxd.it/1UFK,3.5
2022-11-27,Happening,2021,https://boxd.it/tRts,3.5
2022-11-27,The Crime of Padre Amaro,2002,https://boxd.it/2aay,2.5
2022-11-28,Walk the Line,2005,https://boxd.it/2bdS,3
2022-11-29,The King's Man,2021,https://boxd.it/h714,3.5
2022-11-30,Barbarian,2022,https://boxd.it/yohi,4
2022-12-01,Palm Springs,2020,https://boxd.it/lCXQ,3.5
2022-12-02,Troop Beverly Hills,1989,https://boxd.it/1B2Y,3.5
2022-12-03,Embrace of the Serpent,2015,https://boxd.it/baba,4
2022-12-03,Fresh,2022,https://boxd.it/tCNi,3.5
2022-12-05,"tick, tick... BOOM!",2021,https://boxd.it/jz2e,3
2022-12-06,Lucy in the Sky,2019,https://boxd.it/bjly,2.5
2022-12-09,The Fearless Vampire Killers,1967,https://boxd.it/25Ri,2.5
2022-12-09,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,https://boxd.it/2agQ,2.5
2022-12-09,Nomadland,2020,https://boxd.it/lnRy,3
2022-12-09,Primal Fear,1996,https://boxd.it/28ws,3.5
2022-12-10,Notes on a Scandal,2006,https://boxd.it/28Zu,3.5
2022-12-11,Run Sweetheart Run,2020,https://boxd.it/jo2C,3.5
2022-12-11,Bad Times at the El Royale,2018,https://boxd.it/fSA2,3
2022-12-12,Rain Man,1988,https://boxd.it/2avw,3.5
2022-12-12,The Menu,2022,https://boxd.it/lScm,4
2022-12-14,Waiting to Exhale,1995,https://boxd.it/1jhc,2
2022-12-14,Stoker,2013,https://boxd.it/34S2,2.5
2022-12-15,Rio 2096: A Story of Love and Fury,2013,https://boxd.it/5kIG,3.5
2022-12-19,Red Carpet,2005,https://boxd.it/1xwq,3.5
2022-12-19,The Life Aquatic with Steve Zissou,2004,https://boxd.it/2aqw,3
2022-12-21,The Spectacular Now,2013,https://boxd.it/4VSG,4
2022-12-22,Romy and Michele's High School Reunion,1997,https://boxd.it/1Yf2,2.5
2022-12-23,See How They Run,2022,https://boxd.it/sNVq,3
2022-12-24,Signs,2002,https://boxd.it/26t2,2.5
2022-12-25,The French Dispatch,2021,https://boxd.it/jLP8,3.5
2022-12-25,Amsterdam,2022,https://boxd.it/oJ58,2.5
2022-12-26,Starship Troopers,1997,https://boxd.it/2a7k,4
2022-12-26,I'm Gilda,2016,https://boxd.it/eHMk,3
2022-12-28,The Night House,2020,https://boxd.it/jZze,3.5
2022-12-29,The Clan,2015,https://boxd.it/bQmO,3
2022-12-30,Black Orpheus,1959,https://boxd.it/11PU,3.5
2022-12-31,Wild,2014,https://boxd.it/6KQo,3.5
2023-01-03,A Tale of Two Sisters,2003,https://boxd.it/248m,3
2023-01-06,Dolores Claiborne,1995,https://boxd.it/1SKo,4
2023-01-08,The Raven,2012,https://boxd.it/2twS,3
2023-01-08,The Middle of the World,2003,https://boxd.it/Lzw,3
2023-01-09,20th Century Girl,2022,https://boxd.it/w9ea,3
2023-01-09,Irreversible,2002,https://boxd.it/29as,5
2023-01-10,Supersonic,2016,https://boxd.it/eyzG,3.5
2023-01-10,Oliver Twist,2005,https://boxd.it/2aKG,3.5
2023-01-11,The Gift,2015,https://boxd.it/aJMy,3.5
2023-01-16,Natural Born Killers,1994,https://boxd.it/2aNg,4
2023-01-16,Dr. Bird's Advice for Sad Poets,2021,https://boxd.it/jqca,3
2023-01-18,Triangle,2009,https://boxd.it/1tQG,3
2023-01-20,Sylvie's Love,2020,https://boxd.it/lumi,3
2023-01-23,The Perfection,2018,https://boxd.it/jgxW,3.5
2023-01-23,Unpregnant,2020,https://boxd.it/nrH2,3.5
2023-01-24,X,2022,https://boxd.it/sxVa,3.5
2023-01-26,Drag Me to Hell,2009,https://boxd.it/1Jzw,3
2023-01-27,Where the Crawdads Sing,2022,https://boxd.it/psLS,2.5
2023-01-27,At Midnight I'll Take Your Soul,1964,https://boxd.it/1kje,2.5
2023-01-28,Bo Burnham: The Inside Outtakes,2022,https://boxd.it/C0h2,5
2023-01-30,Puss in Boots: The Last Wish,2022,https://boxd.it/aaie,3.5
2023-01-30,Almost Famous,2000,https://boxd.it/29CQ,4.5
2023-01-30,They Don't Wear Black Tie,1981,https://boxd.it/66nQ,3.5
2023-02-01,Angel-A,2005,https://boxd.it/1UjO,3
2023-02-02,All Hail,2022,https://boxd.it/prVs,3.5
2023-02-03,The Grizzlies,2018,https://boxd.it/jFyg,3.5
2023-02-03,"Ó Paí, Ó: Look at This",2007,https://boxd.it/17ru,4.5
2023-02-05,Knock at the Cabin,2023,https://boxd.it/npL2,2
2023-02-07,Anguish,1987,https://boxd.it/XZ2,3.5
2023-02-08,Terrifier,2016,https://boxd.it/eRzg,3
2023-02-09,Long Way Home,2018,https://boxd.it/jufs,3.5
2023-02-11,Happy Death Day,2017,https://boxd.it/fDz4,3
2023-02-12,The Skeleton Key,2005,https://boxd.it/1XxE,3
2023-02-13,Shithouse,2020,https://boxd.it/nCFc,3.5
2023-02-13,The Returned,2019,https://boxd.it/o4Xe,3
2023-02-14,The Butcher Boy,1997,https://boxd.it/1A3w,3.5
2023-02-15,The Blair Witch Project,1999,https://boxd.it/26ua,3.5
2023-02-16,New Nightmare,1994,https://boxd.it/1TsU,3
2023-02-17,Cecil B. Demented,2000,https://boxd.it/1OA0,3.5
2023-02-19,Good Manners,2017,https://boxd.it/aakY,2.5
2023-02-20,A Fish Called Wanda,1988,https://boxd.it/29YC,4
2023-02-21,Child's Play,1988,https://boxd.it/1VTo,3.5
2023-02-22,Once Bitten,1985,https://boxd.it/1FMc,3
2023-02-22,Fiddler on the Roof,1971,https://boxd.it/1Nle,3.5
2023-02-22,The Kings of Summer,2013,https://boxd.it/4V3e,2.5
2023-02-23,Angel Heart,1987,https://boxd.it/29WG,3
2023-02-24,Midnight Cowboy,1969,https://boxd.it/25Hi,3
2023-02-25,Some Like It Hot,1959,https://boxd.it/2aNA,3
2023-02-27,Hardcore Henry,2015,https://boxd.it/aAIM,3.5
2023-02-27,The Official Story,1985,https://boxd.it/1nS2,3
2023-03-01,Let the Right One In,2008,https://boxd.it/1Qr0,3
2023-03-02,Being John Malkovich,1999,https://boxd.it/2ahu,3.5
2023-03-04,I'm Not There,2007,https://boxd.it/24Ys,2
2023-03-05,Birds of Passage,2018,https://boxd.it/fyVu,2.5
2023-03-05,Scream,2022,https://boxd.it/o0lg,3.5
2023-03-06,Garoto Cósmico,2007,https://boxd.it/75k4,3.5
2023-03-06,La Vie en Rose,2007,https://boxd.it/28OQ,3
2023-03-07,The Hunt,2020,https://boxd.it/iE9i,4
2023-03-08,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,4
2023-03-10,The Maid,2009,https://boxd.it/1ruo,3
2023-03-11,Dial M for Murder,1954,https://boxd.it/2adW,4
2023-03-12,Oculus,2013,https://boxd.it/4W9M,3
2023-03-12,A Dog's Will,2000,https://boxd.it/12u4,5
2023-03-13,Scream VI,2023,https://boxd.it/zdfW,4
2023-03-13,Tokyo Godfathers,2003,https://boxd.it/1Qg2,3.5
2023-03-14,The Good Nurse,2022,https://boxd.it/jIXI,3
2023-03-15,Martyrs,2008,https://boxd.it/1Yqu,2.5
2023-03-16,Waiting for the Hearse,1985,https://boxd.it/1PIa,3.5
2023-03-18,My Life as a Zucchini,2016,https://boxd.it/dL2y,3
2023-03-19,Under the Shadow,2016,https://boxd.it/d1uG,4
2023-03-20,Soft & Quiet,2022,https://boxd.it/zd2o,4
2023-03-24,Master,2022,https://boxd.it/poPm,3
2023-03-25,Why Stop Now?,2012,https://boxd.it/3Wpy,2.5
2023-03-26,Strangers on a Train,1951,https://boxd.it/29tk,3
2023-03-27,Red Eye,2005,https://boxd.it/1TNy,3
2023-03-29,You're Killing Me Susana,2016,https://boxd.it/7SrS,2.5
2023-03-30,House of Wax,2005,https://boxd.it/1XaU,3.5
2023-03-31,M8 - When Death Rescues Life,2019,https://boxd.it/oe3q,3
2023-04-02,Memories of Murder,2003,https://boxd.it/1TSo,3
2023-04-02,The Flowers of War,2011,https://boxd.it/2Evc,3
2023-04-03,Your Place or Mine,2023,https://boxd.it/qizY,3
2023-04-04,Fanny and Alexander,1982,https://boxd.it/22go,2.5
2023-04-04,And They Say I Am the Crazy One,2019,https://boxd.it/nEX8,3.5
2023-04-05,Big Fish,2003,https://boxd.it/2a3M,3.5
2023-04-06,Safety Not Guaranteed,2012,https://boxd.it/2Y3M,3
2023-04-08,The Mist,2007,https://boxd.it/22r2,2.5
2023-04-08,Love Me Forever or Never,1986,https://boxd.it/2AvM,2
2023-04-09,"Jeanne Dielman, 23, quai du Commerce, 1080 Bruxelles",1975,https://boxd.it/T18,1.5
2023-04-11,The Super Mario Bros. Movie,2023,https://boxd.it/i8C8,2.5
2023-04-12,The Autopsy of Jane Doe,2016,https://boxd.it/dUu2,3
2023-04-12,The Kings of the World,2022,https://boxd.it/w0aS,3
2023-04-14,Thirteen,2003,https://boxd.it/1UPK,3.5
2023-04-15,Far from Heaven,2002,https://boxd.it/1VzS,2.5
2023-04-17,White Noise,2022,https://boxd.it/rXgK,1.5
2023-04-17,In the Heights,2021,https://boxd.it/gLhu,3
2023-04-18,The Power of the Dog,2021,https://boxd.it/m99E,3
2023-04-19,Tsotsi,2005,https://boxd.it/29pC,3
2023-04-19,The Distinguished Citizen,2016,https://boxd.it/enGc,3.5
2023-04-20,"Night Is Short, Walk On Girl",2017,https://boxd.it/ffwA,2.5
2023-04-21,Emergency,2022,https://boxd.it/uRui,4
2023-04-23,Tetris,2023,https://boxd.it/rePK,3
2023-04-24,Luck,2022,https://boxd.it/lxxe,1.5
2023-04-24,Three Thousand Years of Longing,2022,https://boxd.it/kmoy,3.5
2023-04-24,Moon,2009,https://boxd.it/1IGQ,2.5
2023-04-25,The Wicker Man,1973,https://boxd.it/1KnG,3.5
2023-04-26,Darkman,1990,https://boxd.it/1YnK,2.5
2023-04-27,Vacancy,2007,https://boxd.it/1WBU,4
2023-04-28,The People Under the Stairs,1991,https://boxd.it/1QMC,4
2023-05-01,I Saw the Devil,2010,https://boxd.it/FaK,3.5
2023-05-01,Fear,1996,https://boxd.it/1W0a,3
2023-05-01,Climax,2018,https://boxd.it/ikvo,4
2023-05-02,The Vanishing,1988,https://boxd.it/1ZTW,2.5
2023-05-03,RoboCop,1987,https://boxd.it/22Wu,3.5
2023-05-03,Moonage Daydream,2022,https://boxd.it/A8Co,3
2023-05-07,Sing Street,2016,https://boxd.it/cOo6,3.5
2023-05-09,Elena,2012,https://boxd.it/51jC,4.5
2023-05-09,In Bruges,2008,https://boxd.it/20n8,3
2023-05-09,The Wrung-Out Man,1980,https://boxd.it/59GE,4
2023-05-10,Camila Jam,2007,https://boxd.it/2nK0,2
2023-05-11,The Nest,2019,https://boxd.it/m8Tc,2
2023-05-14,Belladonna of Sadness,1973,https://boxd.it/2q,3.5
2023-05-14,Mafia Mamma,2023,https://boxd.it/uuqs,4
2023-05-15,Call Jane,2022,https://boxd.it/lioG,3.5
2023-05-15,Bram Stoker's Dracula,1992,https://boxd.it/223a,4.5
2023-05-17,The Devil All the Time,2020,https://boxd.it/i2tY,4
2023-05-17,Tear Along the Dotted Line,2021,https://boxd.it/y2r6,5
2023-05-17,Cha Cha Real Smooth,2022,https://boxd.it/uF8E,4.5
2023-05-17,Sorry to Bother You,2018,https://boxd.it/f21E,4
2023-05-19,Twenty Years Later,1984,https://boxd.it/33Oo,3
2023-05-19,Dread,2009,https://boxd.it/1tA4,2.5
2023-05-23,Little Shop of Horrors,1986,https://boxd.it/1Vqm,3.5
2023-05-24,The Last Supper,1995,https://boxd.it/1RNQ,3.5
2023-05-28,The Handmaiden,2016,https://boxd.it/948A,4.5
2023-05-28,Turning Red,2022,https://boxd.it/ipkq,3.5
2023-05-31,Meenakshi Sundareshwar,2021,https://boxd.it/vfUa,2.5
2023-06-07,The Golden Dream,2013,https://boxd.it/5FkK,4
2023-06-09,Playing,2007,https://boxd.it/33Oe,3.5
2023-06-09,Us and Them,2018,https://boxd.it/ip3a,2
2023-06-10,Cinema Paradiso,1988,https://boxd.it/1UlA,3
2023-06-10,The Colors of the Mountain,2011,https://boxd.it/2Rb0,3.5
2023-06-12,This World Can't Tear Me Down,2023,https://boxd.it/H11u,4
2023-06-13,Inside,2007,https://boxd.it/1QqG,3
2023-06-15,Fake Blonde,2007,https://boxd.it/5eHM,3
2023-06-16,Rachel Getting Married,2008,https://boxd.it/1N30,3
2023-06-16,Death in Buenos Aires,2014,https://boxd.it/9oYc,3
2023-06-18,"Master, a Building in Copacabana",2002,https://boxd.it/gJK,3.5
2023-06-18,EO,2022,https://boxd.it/txhc,3
2023-06-19,Mad Max: Fury Road,2015,https://boxd.it/2DjO,4
2023-06-20,The Method,2005,https://boxd.it/1CuE,2.5
2023-06-22,Passing,2021,https://boxd.it/jKdM,3.5
2023-06-23,Behind the Sun,2001,https://boxd.it/1blU,3
2023-06-26,Argentina 1985,2022,https://boxd.it/qLxM,3.5
2023-06-27,Holy Rollers,2010,https://boxd.it/QwW,3
2023-06-29,Maria Full of Grace,2004,https://boxd.it/2ao6,4
2023-07-01,Romance,2008,https://boxd.it/MFU,3.5
2023-07-02,The One I Love,2014,https://boxd.it/77gy,3.5
2023-07-02,The Rite,2011,https://boxd.it/J7q,3
2023-07-03,The Last Letter from Your Lover,2021,https://boxd.it/nGzM,3
2023-07-05,"O Brother, Where Art Thou?",2000,https://boxd.it/2b3I,2.5
2023-07-07,Afflicted,2013,https://boxd.it/6ipY,4
2023-07-07,The Father,2020,https://boxd.it/m8Ie,4
2023-07-09,Louder Than Bombs,2015,https://boxd.it/4WEK,2
2023-07-10,Along with the Gods: The Two Worlds,2017,https://boxd.it/dVlA,2
2023-07-11,Only Lovers Left Alive,2013,https://boxd.it/4O1U,2.5
2023-07-11,The Lure,2015,https://boxd.it/d3mE,3
2023-07-13,Loverboy,1989,https://boxd.it/1IM0,3
2023-07-13,When Harry Met Sally...,1989,https://boxd.it/29W2,4
2023-07-17,I Lost My Body,2019,https://boxd.it/lAYs,3
2023-07-20,Funeral Parade of Roses,1969,https://boxd.it/28Cg,3
2023-07-21,The Usual Suspects,1995,https://boxd.it/29XE,3.5
2023-07-25,Barbie,2023,https://boxd.it/bCLK,4
2023-07-26,I'm No Longer Here,2019,https://boxd.it/lqSu,3
2023-07-28,Triangle of Sadness,2022,https://boxd.it/hXlq,3.5
2023-07-30,RRR,2022,https://boxd.it/ljDs,4.5
2023-07-31,Oppenheimer,2023,https://boxd.it/wUow,3.5
2023-07-31,The Dreamers,2003,https://boxd.it/28X4,2
2023-08-02,The Departed,2006,https://boxd.it/28MA,4
2023-08-06,Gangubai Kathiawadi,2022,https://boxd.it/oJek,3.5
2023-08-07,But I'm a Cheerleader,1999,https://boxd.it/1CW4,4
2023-08-08,Mr. Kaplan,2014,https://boxd.it/8MGa,3
2023-08-08,Wild Things,1998,https://boxd.it/29Zq,3.5
2023-08-10,You Were Never Really Here,2017,https://boxd.it/dWOS,2.5
2023-08-11,Araby,2017,https://boxd.it/fpKs,3
2023-08-13,Train to Busan,2016,https://boxd.it/dSQU,4
2023-08-16,Cat City,1986,https://boxd.it/f9w,3.5
2023-08-18,"Alice, Sweet Alice",1976,https://boxd.it/1yP4,3
2023-08-20,Hyenas,1992,https://boxd.it/45gg,3.5
2023-08-21,Chef,2014,https://boxd.it/6lCG,3
2023-08-21,Amores Perros,2000,https://boxd.it/2bfu,4
2023-08-25,The Orphanage,2019,https://boxd.it/lxg8,2
2023-08-25,Children of Hotel America,1990,https://boxd.it/5hb0,1.5
2023-08-27,Moscow Square,2001,https://boxd.it/10cM,3
2023-08-28,My Life Without Me,2003,https://boxd.it/710,4
2023-08-28,Talk to Me,2022,https://boxd.it/C6uQ,3.5
2023-08-30,Bille,2018,https://boxd.it/iPTw,4
2023-08-31,The Little Fox,1981,https://boxd.it/1osE,3
2023-08-31,Compliance,2012,https://boxd.it/2XNE,0.5
2023-09-01,Thick Lashes of Lauri Mäntyvaara,2017,https://boxd.it/gNfK,4
2023-09-03,When the Cat Comes,1963,https://boxd.it/JJ0,2
2023-09-04,Holy Motors,2012,https://boxd.it/3wai,1.5
2023-09-04,The Hidden Tiger,2016,https://boxd.it/7Fbs,4
2023-09-05,Where Is the Friend's House?,1987,https://boxd.it/ELg,3.5
2023-09-08,Babysitter,2022,https://boxd.it/sKc8,4
2023-09-08,Story of Women,1988,https://boxd.it/Y3o,3.5
2023-09-08,Aftersun,2022,https://boxd.it/Arw0,5
2023-09-12,Holy Spider,2022,https://boxd.it/xBn2,3
2023-09-13,La Ceremonie,1995,https://boxd.it/287C,3
2023-09-15,Girl Asleep,2015,https://boxd.it/cAG6,3.5
2023-09-16,The Painted Bird,2019,https://boxd.it/h8u2,3.5
2023-09-17,TransSiberian,2008,https://boxd.it/21pO,3.5
2023-09-17,Vortex,2021,https://boxd.it/uoni,3
2023-09-18,Just Mercy,2019,https://boxd.it/iXj2,4
2023-09-18,Always Be My Maybe,2019,https://boxd.it/iB2y,3.5
2023-09-20,The Umbrellas of Cherbourg,1964,https://boxd.it/22fK,2
2023-09-20,Cléo from 5 to 7,1962,https://boxd.it/2agm,2.5
2023-09-20,Melancholia,2011,https://boxd.it/bPI,1.5
2023-09-22,La Haine,1995,https://boxd.it/2as8,3
2023-09-25,Belle de Jour,1967,https://boxd.it/29Uq,3
2023-09-26,Enter the Void,2009,https://boxd.it/1dy2,4
2023-09-26,A Separation,2011,https://boxd.it/gvo,3
2023-09-28,I Have No Idea What I’m Doing With My Life,2013,https://boxd.it/6JBM,4
2023-10-01,Perfume: The Story of a Murderer,2006,https://boxd.it/28LW,3
2023-10-02,The Paperboy,2012,https://boxd.it/2T8i,3
2023-10-04,"Paris, Texas",1984,https://boxd.it/29Ts,3
2023-10-04,10 Things We Should Do Before We Break Up,2020,https://boxd.it/jqZw,3.5
2023-10-06,Blondi,2023,https://boxd.it/B77m,3.5
2023-10-07,Linha de Passe,2008,https://boxd.it/1ZD0,3
2023-10-09,The Internet's Own Boy: The Story of Aaron Swartz,2014,https://boxd.it/7lcA,4
2023-10-10,1408,2007,https://boxd.it/25Vu,3.5
2023-10-11,Southern Belles,2005,https://boxd.it/78K,2
2023-10-22,Nimona,2023,https://boxd.it/Aiyc,4
2023-10-23,Who's Afraid of Virginia Woolf?,1966,https://boxd.it/2atK,2.5
2023-10-24,Comet,2014,https://boxd.it/8r08,3.5
2023-10-25,Absence,2014,https://boxd.it/9rIc,2.5
2023-10-25,The Golden Glove,2019,https://boxd.it/ih9k,3.5
2023-10-26,Gett: The Trial of Viviane Amsalem,2014,https://boxd.it/87Lo,3.5
2023-10-26,"Maré, Our Love Story",2007,https://boxd.it/6W2K,3
2023-10-27,Decalogue VI,1989,https://boxd.it/3WlQ,3.5
2023-10-27,Amour,2012,https://boxd.it/34Q6,3.5
2023-10-28,The Club,2015,https://boxd.it/amQC,4
2023-10-28,Timbuktu,2014,https://boxd.it/7UrK,3.5
2023-10-29,Our Dream,2023,https://boxd.it/zKIW,4
2023-10-30,Incendies,2010,https://boxd.it/Msm,4.5
2023-10-30,Mr & Mme Adelman,2017,https://boxd.it/fjIg,2.5
2023-11-03,The Descent,2005,https://boxd.it/1YNy,3.5
2023-11-04,Bones and All,2022,https://boxd.it/tLd4,2.5
2023-11-08,North by Northwest,1959,https://boxd.it/2aRM,4
2023-11-09,Audition,1999,https://boxd.it/1UHm,3
2023-11-09,Clockwatchers,1997,https://boxd.it/rxg,3.5
2023-11-12,Buffalo '66,1998,https://boxd.it/1YC6,3.5
2023-11-13,No Hard Feelings,2023,https://boxd.it/xouu,3.5
2023-11-13,The Disappearance of Eleanor Rigby: Them,2014,https://boxd.it/4WEq,2
2023-11-16,Andhadhun,2018,https://boxd.it/jtfc,4
2023-11-16,Grave of the Fireflies,1988,https://boxd.it/1RUM,4.5
2023-11-18,What's Eating Gilbert Grape,1993,https://boxd.it/28xg,2.5
2023-11-19,"Red, White & Royal Blue",2023,https://boxd.it/z3iG,3
2023-11-21,There Will Be Blood,2007,https://boxd.it/20Z2,3.5
2023-11-21,Whisper of the Heart,1995,https://boxd.it/17uy,4
2023-11-23,Antônia,2006,https://boxd.it/t0y,4
2023-11-24,The Swallows of Kabul,2019,https://boxd.it/lqOM,3.5
2023-11-26,Five Nights at Freddy's,2023,https://boxd.it/ikHu,1.5
2023-11-28,Showgirls,1995,https://boxd.it/1Vmk,3
2023-11-29,The Jane Austen Book Club,2007,https://boxd.it/22hQ,3
2023-11-30,Sinister,2012,https://boxd.it/2TnW,3.5
2023-12-02,Wind River,2017,https://boxd.it/dR3i,4
2023-12-03,Napoleon,2023,https://boxd.it/shJM,3
2023-12-05,Sissy,2022,https://boxd.it/zd5M,3.5
2023-12-06,After Hours,1985,https://boxd.it/1VfS,3
2023-12-07,The City of Pirates,2018,https://boxd.it/jrNw,3.5
2023-12-07,The Grandmother,2021,https://boxd.it/oDfw,3.5
2023-12-07,The Babadook,2014,https://boxd.it/77xu,4.5
2023-12-09,Somewhere,2010,https://boxd.it/14du,3
2023-12-12,Oldboy,2003,https://boxd.it/29R2,4
2023-12-13,The Evil Dead,1981,https://boxd.it/29Go,3.5
2023-12-14,The Raid,2011,https://boxd.it/3hBy,3
2023-12-15,Coherence,2013,https://boxd.it/6xza,4
2023-12-18,Love and Leashes,2022,https://boxd.it/szB2,3
2023-12-18,Rush,2013,https://boxd.it/3lyS,4
2023-12-20,Paper Moon,1973,https://boxd.it/1Ud2,4
2023-12-20,Zoey's Extraordinary Christmas,2021,https://boxd.it/wTmk,4
2023-12-21,Machuca,2004,https://boxd.it/1SzU,4.5
2023-12-22,Chile '76,2022,https://boxd.it/A9eC,2.5
2023-12-22,"Are You There God? It's Me, Margaret.",2023,https://boxd.it/kiYC,4
2023-12-24,The Devil's Rejects,2005,https://boxd.it/28hC,3
2023-12-25,The Worst Person in the World,2021,https://boxd.it/oyws,4.5
2023-12-25,Manhunter,1986,https://boxd.it/1TOw,2.5
2023-12-26,Beau Is Afraid,2023,https://boxd.it/u2gE,4
2023-12-28,Bug,2006,https://boxd.it/1RN2,2
2023-12-31,My Uncle José,2021,https://boxd.it/vmcO,3
2024-01-01,About My Father,2023,https://boxd.it/vfcC,3.5
2024-01-03,God's Crooked Lines,2022,https://boxd.it/xEUS,4
2024-01-07,A League of Their Own,1992,https://boxd.it/1UdG,3
2024-01-07,Joint Security Area,2000,https://boxd.it/26Ja,3.5
2024-01-08,Imitation of Life,1959,https://boxd.it/1efK,2
2024-01-08,Saltburn,2023,https://boxd.it/z4eg,3.5
2024-01-17,Heavenly Creatures,1994,https://boxd.it/2974,2
2024-01-21,Till Death,2021,https://boxd.it/p3VI,3
2024-01-23,Grandma,2015,https://boxd.it/9V00,4
2024-01-24,Babylon,2022,https://boxd.it/mM02,3.5
2024-01-24,Significant Other,2022,https://boxd.it/y3mc,2
2024-01-24,Podecrer!,2007,https://boxd.it/3I0Y,1.5
2024-01-25,Piggy,2022,https://boxd.it/w05y,2
2024-01-26,The Whale,2022,https://boxd.it/tw4c,3.5
2024-01-27,Smile,2022,https://boxd.it/xjfE,3.5
2024-01-28,Minha Irmã e Eu,2023,https://boxd.it/E9yg,4
2024-01-30,Lady Chatterley's Lover,2022,https://boxd.it/uF8O,4
2024-02-06,Once,2007,https://boxd.it/22GG,3.5
2024-02-11,Ring,1998,https://boxd.it/26tw,3
2024-02-11,Guillermo del Toro's Pinocchio,2022,https://boxd.it/kjMW,3.5
2024-02-12,The Good Lie,2014,https://boxd.it/7l76,3.5
2024-02-13,Me Sinto Bem Com Você,2021,https://boxd.it/vewQ,2.5
2024-02-13,The Devil's Backbone,2001,https://boxd.it/28Li,2
2024-02-14,"What's Up, Doc?",1972,https://boxd.it/21iy,4
2024-02-14,Poor Things,2023,https://boxd.it/tNWU,4.5
2024-02-16,Man in Love,2021,https://boxd.it/u1t8,3
2024-02-20,All That Jazz,1979,https://boxd.it/1JB8,3.5
